,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count,punct,tokenized,nonstop,stemmed
1989,"RT @iRupND: BIG BREAKING
#Covaxin approved for children btw 2 to 18 years of age. #Covid_19 https://t.co/QHBWHrLNWS",big breaking  covaxin approved for children btw 2 to 18 years of age   covid 19,0,0.1,positive,0,0.823,0.177,0.4215,82,15,big breaking  covaxin approved for children btw  to  years of age   covid,"['', 'big', 'breaking', 'covaxin', 'approved', 'for', 'children', 'btw', 'to', 'years', 'of', 'age', 'covid', '']","['', 'big', 'breaking', 'covaxin', 'approved', 'children', 'btw', 'years', 'age', 'covid', '']","['', 'big', 'break', 'covaxin', 'approv', 'children', 'btw', 'year', 'age', 'covid', '']"
1990,"RT @BjpBiplab: The Subject Expert Committee (SEC) approves #Covaxin for children aged between 2-18.

Congratulations to all the doctors and…",the subject expert committee  sec  approves  covaxin for children aged between 2 18   congratulations to all the doctors and,-0.122222222,0.444444444,positive,0,0.708,0.292,0.765,126,19,the subject expert committee  sec  approves  covaxin for children aged between     congratulations to all the doctors and,"['', 'the', 'subject', 'expert', 'committee', 'sec', 'approves', 'covaxin', 'for', 'children', 'aged', 'between', 'congratulations', 'to', 'all', 'the', 'doctors', 'and', '']","['', 'subject', 'expert', 'committee', 'sec', 'approves', 'covaxin', 'children', 'aged', 'congratulations', 'doctors', '']","['', 'subject', 'expert', 'committe', 'sec', 'approv', 'covaxin', 'children', 'age', 'congratul', 'doctor', '']"
1991,"RT @livemint: #CDSCO  panel recommends EUA for Bharat Biotech‘s #Covaxin for 12-18 yrs group 

Read here: https://t.co/oMTTzHbJJS https://t…",cdsco  panel recommends eua for bharat biotech s  covaxin for 12 18 yrs group   read here,0,0,positive,0,0.881,0.119,0.2263,96,16,cdsco  panel recommends eua for bharat biotech s  covaxin for   yrs group   read here,"['', 'cdsco', 'panel', 'recommends', 'eua', 'for', 'bharat', 'biotech', 's', 'covaxin', 'for', 'yrs', 'group', 'read', 'here', '']","['', 'cdsco', 'panel', 'recommends', 'eua', 'bharat', 'biotech', 'covaxin', 'yrs', 'group', 'read', '']","['', 'cdsco', 'panel', 'recommend', 'eua', 'bharat', 'biotech', 'covaxin', 'yr', 'group', 'read', '']"
1992,"RT @Sunil_Deodhar: Congratulations to our Scientific Community As Bharat’s 🇮🇳 #COVAXIN gets approval for children aged 02-18 Years.💐💪

Proo…",congratulations to our scientific community as bharat s     covaxin gets approval for children aged 02 18 years     proo,-0.1,0.4,positive,0,0.682,0.318,0.7906,122,18,congratulations to our scientific community as bharat s     covaxin gets approval for children aged   years     proo,"['', 'congratulations', 'to', 'our', 'scientific', 'community', 'as', 'bharat', 's', 'covaxin', 'gets', 'approval', 'for', 'children', 'aged', 'years', 'proo', '']","['', 'congratulations', 'scientific', 'community', 'bharat', 'covaxin', 'gets', 'approval', 'children', 'aged', 'years', 'proo', '']","['', 'congratul', 'scientif', 'commun', 'bharat', 'covaxin', 'get', 'approv', 'children', 'age', 'year', 'proo', '']"
1993,"RT @SharmaKhemchand: Congratulations India!

Bharat’s 🇮🇳 #COVAXIN gets approval for children aged 02-18 Years.💐💪

Modi Govt cares for all a…",congratulations india   bharat s     covaxin gets approval for children aged 02 18 years     modi govt cares for all a,-0.1,0.4,positive,0,0.583,0.417,0.875,120,19,congratulations india   bharat s     covaxin gets approval for children aged   years     modi govt cares for all a,"['', 'congratulations', 'india', 'bharat', 's', 'covaxin', 'gets', 'approval', 'for', 'children', 'aged', 'years', 'modi', 'govt', 'cares', 'for', 'all', 'a', '']","['', 'congratulations', 'india', 'bharat', 'covaxin', 'gets', 'approval', 'children', 'aged', 'years', 'modi', 'govt', 'cares', '']","['', 'congratul', 'india', 'bharat', 'covaxin', 'get', 'approv', 'children', 'age', 'year', 'modi', 'govt', 'care', '']"
1994,"RT @SharmaKhemchand: Congratulations India!

Bharat’s 🇮🇳 #COVAXIN gets approval for children aged 02-18 Years.💐💪

Modi Govt cares for all a…",congratulations india   bharat s     covaxin gets approval for children aged 02 18 years     modi govt cares for all a,-0.1,0.4,positive,0,0.583,0.417,0.875,120,19,congratulations india   bharat s     covaxin gets approval for children aged   years     modi govt cares for all a,"['', 'congratulations', 'india', 'bharat', 's', 'covaxin', 'gets', 'approval', 'for', 'children', 'aged', 'years', 'modi', 'govt', 'cares', 'for', 'all', 'a', '']","['', 'congratulations', 'india', 'bharat', 'covaxin', 'gets', 'approval', 'children', 'aged', 'years', 'modi', 'govt', 'cares', '']","['', 'congratul', 'india', 'bharat', 'covaxin', 'get', 'approv', 'children', 'age', 'year', 'modi', 'govt', 'care', '']"
1995,RT @blsanthosh: #COVAXIN vaccine approved for children aged 2 - 18 ... Another milestone in handling #COVID19 ... Well done scientists .,covaxin vaccine approved for children aged 2   18     another milestone in handling  covid19     well done scientists,-0.1,0.4,positive,0,0.726,0.274,0.5994,121,16,covaxin vaccine approved for children aged         another milestone in handling  covid     well done scientists,"['', 'covaxin', 'vaccine', 'approved', 'for', 'children', 'aged', 'another', 'milestone', 'in', 'handling', 'covid', 'well', 'done', 'scientists', '']","['', 'covaxin', 'vaccine', 'approved', 'children', 'aged', 'another', 'milestone', 'handling', 'covid', 'well', 'done', 'scientists', '']","['', 'covaxin', 'vaccin', 'approv', 'children', 'age', 'anoth', 'mileston', 'handl', 'covid', 'well', 'done', 'scientist', '']"
1996,"RT @SharmaKhemchand: Congratulations India!

Bharat’s 🇮🇳 #COVAXIN gets approval for children aged 02-18 Years.💐💪

Modi Govt cares for all a…",congratulations india   bharat s     covaxin gets approval for children aged 02 18 years     modi govt cares for all a,-0.1,0.4,positive,0,0.583,0.417,0.875,120,19,congratulations india   bharat s     covaxin gets approval for children aged   years     modi govt cares for all a,"['', 'congratulations', 'india', 'bharat', 's', 'covaxin', 'gets', 'approval', 'for', 'children', 'aged', 'years', 'modi', 'govt', 'cares', 'for', 'all', 'a', '']","['', 'congratulations', 'india', 'bharat', 'covaxin', 'gets', 'approval', 'children', 'aged', 'years', 'modi', 'govt', 'cares', '']","['', 'congratul', 'india', 'bharat', 'covaxin', 'get', 'approv', 'children', 'age', 'year', 'modi', 'govt', 'care', '']"
1997,RT @blsanthosh: #COVAXIN vaccine approved for children aged 2 - 18 ... Another milestone in handling #COVID19 ... Well done scientists .,covaxin vaccine approved for children aged 2   18     another milestone in handling  covid19     well done scientists,-0.1,0.4,positive,0,0.726,0.274,0.5994,121,16,covaxin vaccine approved for children aged         another milestone in handling  covid     well done scientists,"['', 'covaxin', 'vaccine', 'approved', 'for', 'children', 'aged', 'another', 'milestone', 'in', 'handling', 'covid', 'well', 'done', 'scientists', '']","['', 'covaxin', 'vaccine', 'approved', 'children', 'aged', 'another', 'milestone', 'handling', 'covid', 'well', 'done', 'scientists', '']","['', 'covaxin', 'vaccin', 'approv', 'children', 'age', 'anoth', 'mileston', 'handl', 'covid', 'well', 'done', 'scientist', '']"
1998,RT @mla_sudhakar: BIG boost for India’s Covid vaccination drive! DCGI approves paediatric #Covaxin for children in the age group of 2-18 ye…,big boost for india s covid vaccination drive  dcgi approves paediatric  covaxin for children in the age group of 2 18 ye,0,0.1,positive,0,0.769,0.231,0.6597,123,22,big boost for india s covid vaccination drive  dcgi approves paediatric  covaxin for children in the age group of   ye,"['', 'big', 'boost', 'for', 'india', 's', 'covid', 'vaccination', 'drive', 'dcgi', 'approves', 'paediatric', 'covaxin', 'for', 'children', 'in', 'the', 'age', 'group', 'of', 'ye', '']","['', 'big', 'boost', 'india', 'covid', 'vaccination', 'drive', 'dcgi', 'approves', 'paediatric', 'covaxin', 'children', 'age', 'group', 'ye', '']","['', 'big', 'boost', 'india', 'covid', 'vaccin', 'drive', 'dcgi', 'approv', 'paediatr', 'covaxin', 'children', 'age', 'group', 'ye', '']"
1999,"RT @ani_digital: Awaiting regulatory approval for rolling out Covaxin for children aged 2-18 yrs, says Bharat Biotech

Read @ANI Story | ht…",awaiting regulatory approval for rolling out covaxin for children aged 2 18 yrs  says bharat biotech  read   story   ht,-0.1,0.4,positive,0,0.846,0.154,0.4767,121,19,awaiting regulatory approval for rolling out covaxin for children aged   yrs  says bharat biotech  read   story   ht,"['', 'awaiting', 'regulatory', 'approval', 'for', 'rolling', 'out', 'covaxin', 'for', 'children', 'aged', 'yrs', 'says', 'bharat', 'biotech', 'read', 'story', 'ht', '']","['', 'awaiting', 'regulatory', 'approval', 'rolling', 'covaxin', 'children', 'aged', 'yrs', 'says', 'bharat', 'biotech', 'read', 'story', 'ht', '']","['', 'await', 'regulatori', 'approv', 'roll', 'covaxin', 'children', 'age', 'yr', 'say', 'bharat', 'biotech', 'read', 'stori', 'ht', '']"
2000,RT @blsanthosh: #COVAXIN vaccine approved for children aged 2 - 18 ... Another milestone in handling #COVID19 ... Well done scientists .,covaxin vaccine approved for children aged 2   18     another milestone in handling  covid19     well done scientists,-0.1,0.4,positive,0,0.726,0.274,0.5994,121,16,covaxin vaccine approved for children aged         another milestone in handling  covid     well done scientists,"['', 'covaxin', 'vaccine', 'approved', 'for', 'children', 'aged', 'another', 'milestone', 'in', 'handling', 'covid', 'well', 'done', 'scientists', '']","['', 'covaxin', 'vaccine', 'approved', 'children', 'aged', 'another', 'milestone', 'handling', 'covid', 'well', 'done', 'scientists', '']","['', 'covaxin', 'vaccin', 'approv', 'children', 'age', 'anoth', 'mileston', 'handl', 'covid', 'well', 'done', 'scientist', '']"
2001,"RT @MananDaniBJP: #COVAXIN becomes the first vaccine to be approved the world over for kids 2-18 years of age. 
This is a result of PM @nar…",covaxin becomes the first vaccine to be approved the world over for kids 2 18 years of age   this is a result of pm,0.25,0.333333333,positive,0,0.882,0.118,0.4215,120,24,covaxin becomes the first vaccine to be approved the world over for kids   years of age   this is a result of pm,"['', 'covaxin', 'becomes', 'the', 'first', 'vaccine', 'to', 'be', 'approved', 'the', 'world', 'over', 'for', 'kids', 'years', 'of', 'age', 'this', 'is', 'a', 'result', 'of', 'pm', '']","['', 'covaxin', 'becomes', 'first', 'vaccine', 'approved', 'world', 'kids', 'years', 'age', 'result', 'pm', '']","['', 'covaxin', 'becom', 'first', 'vaccin', 'approv', 'world', 'kid', 'year', 'age', 'result', 'pm', '']"
2002,"RT @dawalelo: Bas ab @WHO should also approve #Covaxin in good faith. Bhai, who needs to see data anyway. Also.we are talking of children u…",bas ab   should also approve  covaxin in good faith  bhai  who needs to see data anyway  also we are talking of children u,0.7,0.6,positive,0,0.778,0.222,0.6908,124,23,bas ab   should also approve  covaxin in good faith  bhai  who needs to see data anyway  also we are talking of children u,"['', 'bas', 'ab', 'should', 'also', 'approve', 'covaxin', 'in', 'good', 'faith', 'bhai', 'who', 'needs', 'to', 'see', 'data', 'anyway', 'also', 'we', 'are', 'talking', 'of', 'children', 'u', '']","['', 'bas', 'ab', 'also', 'approve', 'covaxin', 'good', 'faith', 'bhai', 'needs', 'see', 'data', 'anyway', 'also', 'talking', 'children', 'u', '']","['', 'ba', 'ab', 'also', 'approv', 'covaxin', 'good', 'faith', 'bhai', 'need', 'see', 'data', 'anyway', 'also', 'talk', 'children', 'u', '']"
2003,RT @RShivshankar: Big feather in the 'Make In India' cap. Indigenous vaccine manufacturer Bharat Biotech takes India a step closer to acqui…,big feather in the  make in india  cap  indigenous vaccine manufacturer bharat biotech takes india a step closer to acqui,0,0.1,neutral,0,1,0,0,123,20,big feather in the  make in india  cap  indigenous vaccine manufacturer bharat biotech takes india a step closer to acqui,"['', 'big', 'feather', 'in', 'the', 'make', 'in', 'india', 'cap', 'indigenous', 'vaccine', 'manufacturer', 'bharat', 'biotech', 'takes', 'india', 'a', 'step', 'closer', 'to', 'acqui', '']","['', 'big', 'feather', 'make', 'india', 'cap', 'indigenous', 'vaccine', 'manufacturer', 'bharat', 'biotech', 'takes', 'india', 'step', 'closer', 'acqui', '']","['', 'big', 'feather', 'make', 'india', 'cap', 'indigen', 'vaccin', 'manufactur', 'bharat', 'biotech', 'take', 'india', 'step', 'closer', 'acqui', '']"
2004,RT @RShivshankar: Big feather in the 'Make In India' cap. Indigenous vaccine manufacturer Bharat Biotech takes India a step closer to acqui…,big feather in the  make in india  cap  indigenous vaccine manufacturer bharat biotech takes india a step closer to acqui,0,0.1,neutral,0,1,0,0,123,20,big feather in the  make in india  cap  indigenous vaccine manufacturer bharat biotech takes india a step closer to acqui,"['', 'big', 'feather', 'in', 'the', 'make', 'in', 'india', 'cap', 'indigenous', 'vaccine', 'manufacturer', 'bharat', 'biotech', 'takes', 'india', 'a', 'step', 'closer', 'to', 'acqui', '']","['', 'big', 'feather', 'make', 'india', 'cap', 'indigenous', 'vaccine', 'manufacturer', 'bharat', 'biotech', 'takes', 'india', 'step', 'closer', 'acqui', '']","['', 'big', 'feather', 'make', 'india', 'cap', 'indigen', 'vaccin', 'manufactur', 'bharat', 'biotech', 'take', 'india', 'step', 'closer', 'acqui', '']"
2005,"RT @Sunil_Deodhar: Congratulations to our Scientific Community As Bharat’s 🇮🇳 #COVAXIN gets approval for children aged 02-18 Years.💐💪

Proo…",congratulations to our scientific community as bharat s     covaxin gets approval for children aged 02 18 years     proo,-0.1,0.4,positive,0,0.682,0.318,0.7906,122,18,congratulations to our scientific community as bharat s     covaxin gets approval for children aged   years     proo,"['', 'congratulations', 'to', 'our', 'scientific', 'community', 'as', 'bharat', 's', 'covaxin', 'gets', 'approval', 'for', 'children', 'aged', 'years', 'proo', '']","['', 'congratulations', 'scientific', 'community', 'bharat', 'covaxin', 'gets', 'approval', 'children', 'aged', 'years', 'proo', '']","['', 'congratul', 'scientif', 'commun', 'bharat', 'covaxin', 'get', 'approv', 'children', 'age', 'year', 'proo', '']"
2006,RT @mla_sudhakar: BIG boost for India’s Covid vaccination drive! DCGI approves paediatric #Covaxin for children in the age group of 2-18 ye…,big boost for india s covid vaccination drive  dcgi approves paediatric  covaxin for children in the age group of 2 18 ye,0,0.1,positive,0,0.769,0.231,0.6597,123,22,big boost for india s covid vaccination drive  dcgi approves paediatric  covaxin for children in the age group of   ye,"['', 'big', 'boost', 'for', 'india', 's', 'covid', 'vaccination', 'drive', 'dcgi', 'approves', 'paediatric', 'covaxin', 'for', 'children', 'in', 'the', 'age', 'group', 'of', 'ye', '']","['', 'big', 'boost', 'india', 'covid', 'vaccination', 'drive', 'dcgi', 'approves', 'paediatric', 'covaxin', 'children', 'age', 'group', 'ye', '']","['', 'big', 'boost', 'india', 'covid', 'vaccin', 'drive', 'dcgi', 'approv', 'paediatr', 'covaxin', 'children', 'age', 'group', 'ye', '']"
2007,"RT @Sunil_Deodhar: Congratulations to our Scientific Community As Bharat’s 🇮🇳 #COVAXIN gets approval for children aged 02-18 Years.💐💪

Proo…",congratulations to our scientific community as bharat s     covaxin gets approval for children aged 02 18 years     proo,-0.1,0.4,positive,0,0.682,0.318,0.7906,122,18,congratulations to our scientific community as bharat s     covaxin gets approval for children aged   years     proo,"['', 'congratulations', 'to', 'our', 'scientific', 'community', 'as', 'bharat', 's', 'covaxin', 'gets', 'approval', 'for', 'children', 'aged', 'years', 'proo', '']","['', 'congratulations', 'scientific', 'community', 'bharat', 'covaxin', 'gets', 'approval', 'children', 'aged', 'years', 'proo', '']","['', 'congratul', 'scientif', 'commun', 'bharat', 'covaxin', 'get', 'approv', 'children', 'age', 'year', 'proo', '']"
2008,"RT @Sunil_Deodhar: Congratulations to our Scientific Community As Bharat’s 🇮🇳 #COVAXIN gets approval for children aged 02-18 Years.💐💪

Proo…",congratulations to our scientific community as bharat s     covaxin gets approval for children aged 02 18 years     proo,-0.1,0.4,positive,0,0.682,0.318,0.7906,122,18,congratulations to our scientific community as bharat s     covaxin gets approval for children aged   years     proo,"['', 'congratulations', 'to', 'our', 'scientific', 'community', 'as', 'bharat', 's', 'covaxin', 'gets', 'approval', 'for', 'children', 'aged', 'years', 'proo', '']","['', 'congratulations', 'scientific', 'community', 'bharat', 'covaxin', 'gets', 'approval', 'children', 'aged', 'years', 'proo', '']","['', 'congratul', 'scientif', 'commun', 'bharat', 'covaxin', 'get', 'approv', 'children', 'age', 'year', 'proo', '']"
2009,RT @JAGANTRS: #Covaxin gets emergency use approval for children aged 2-18 years,covaxin gets emergency use approval for children aged 2 18 years,-0.1,0.4,positive,0.19,0.584,0.226,0.128,66,11,covaxin gets emergency use approval for children aged   years,"['', 'covaxin', 'gets', 'emergency', 'use', 'approval', 'for', 'children', 'aged', 'years']","['', 'covaxin', 'gets', 'emergency', 'use', 'approval', 'children', 'aged', 'years']","['', 'covaxin', 'get', 'emerg', 'use', 'approv', 'children', 'age', 'year']"
2010,RT @AIPCMaha: Drug authority's “expert panel” green signals #Covaxin for kids aged 2-18. Why is the Modi government fast tracking a @Bharat…,drug authority s  expert panel  green signals  covaxin for kids aged 2 18  why is the modi government fast tracking a,-0.033333333,0.433333333,positive,0,0.929,0.071,0.0772,121,21,drug authority s  expert panel  green signals  covaxin for kids aged    why is the modi government fast tracking a,"['', 'drug', 'authority', 's', 'expert', 'panel', 'green', 'signals', 'covaxin', 'for', 'kids', 'aged', 'why', 'is', 'the', 'modi', 'government', 'fast', 'tracking', 'a', '']","['', 'drug', 'authority', 'expert', 'panel', 'green', 'signals', 'covaxin', 'kids', 'aged', 'modi', 'government', 'fast', 'tracking', '']","['', 'drug', 'author', 'expert', 'panel', 'green', 'signal', 'covaxin', 'kid', 'age', 'modi', 'govern', 'fast', 'track', '']"
2011,@narendramodi #Covaxin for children sir!!! https://t.co/a7bPFOspYP,covaxin for children sir,0,0,neutral,0,1,0,0,32,4,covaxin for children sir,"['', 'covaxin', 'for', 'children', 'sir', '']","['', 'covaxin', 'children', 'sir', '']","['', 'covaxin', 'children', 'sir', '']"
2012,RT @blsanthosh: #COVAXIN vaccine approved for children aged 2 - 18 ... Another milestone in handling #COVID19 ... Well done scientists .,covaxin vaccine approved for children aged 2   18     another milestone in handling  covid19     well done scientists,-0.1,0.4,positive,0,0.726,0.274,0.5994,121,16,covaxin vaccine approved for children aged         another milestone in handling  covid     well done scientists,"['', 'covaxin', 'vaccine', 'approved', 'for', 'children', 'aged', 'another', 'milestone', 'in', 'handling', 'covid', 'well', 'done', 'scientists', '']","['', 'covaxin', 'vaccine', 'approved', 'children', 'aged', 'another', 'milestone', 'handling', 'covid', 'well', 'done', 'scientists', '']","['', 'covaxin', 'vaccin', 'approv', 'children', 'age', 'anoth', 'mileston', 'handl', 'covid', 'well', 'done', 'scientist', '']"
2013,"RT @SharmaKhemchand: Congratulations India!

Bharat’s 🇮🇳 #COVAXIN gets approval for children aged 02-18 Years.💐💪

Modi Govt cares for all a…",congratulations india   bharat s     covaxin gets approval for children aged 02 18 years     modi govt cares for all a,-0.1,0.4,positive,0,0.583,0.417,0.875,120,19,congratulations india   bharat s     covaxin gets approval for children aged   years     modi govt cares for all a,"['', 'congratulations', 'india', 'bharat', 's', 'covaxin', 'gets', 'approval', 'for', 'children', 'aged', 'years', 'modi', 'govt', 'cares', 'for', 'all', 'a', '']","['', 'congratulations', 'india', 'bharat', 'covaxin', 'gets', 'approval', 'children', 'aged', 'years', 'modi', 'govt', 'cares', '']","['', 'congratul', 'india', 'bharat', 'covaxin', 'get', 'approv', 'children', 'age', 'year', 'modi', 'govt', 'care', '']"
2014,"RT @SharmaKhemchand: Congratulations India!

Bharat’s 🇮🇳 #COVAXIN gets approval for children aged 02-18 Years.💐💪

Modi Govt cares for all a…",congratulations india   bharat s     covaxin gets approval for children aged 02 18 years     modi govt cares for all a,-0.1,0.4,positive,0,0.583,0.417,0.875,120,19,congratulations india   bharat s     covaxin gets approval for children aged   years     modi govt cares for all a,"['', 'congratulations', 'india', 'bharat', 's', 'covaxin', 'gets', 'approval', 'for', 'children', 'aged', 'years', 'modi', 'govt', 'cares', 'for', 'all', 'a', '']","['', 'congratulations', 'india', 'bharat', 'covaxin', 'gets', 'approval', 'children', 'aged', 'years', 'modi', 'govt', 'cares', '']","['', 'congratul', 'india', 'bharat', 'covaxin', 'get', 'approv', 'children', 'age', 'year', 'modi', 'govt', 'care', '']"
2015,RT @RShivshankar: Big feather in the 'Make In India' cap. Indigenous vaccine manufacturer Bharat Biotech takes India a step closer to acqui…,big feather in the  make in india  cap  indigenous vaccine manufacturer bharat biotech takes india a step closer to acqui,0,0.1,neutral,0,1,0,0,123,20,big feather in the  make in india  cap  indigenous vaccine manufacturer bharat biotech takes india a step closer to acqui,"['', 'big', 'feather', 'in', 'the', 'make', 'in', 'india', 'cap', 'indigenous', 'vaccine', 'manufacturer', 'bharat', 'biotech', 'takes', 'india', 'a', 'step', 'closer', 'to', 'acqui', '']","['', 'big', 'feather', 'make', 'india', 'cap', 'indigenous', 'vaccine', 'manufacturer', 'bharat', 'biotech', 'takes', 'india', 'step', 'closer', 'acqui', '']","['', 'big', 'feather', 'make', 'india', 'cap', 'indigen', 'vaccin', 'manufactur', 'bharat', 'biotech', 'take', 'india', 'step', 'closer', 'acqui', '']"
2016,RT @blsanthosh: #COVAXIN vaccine approved for children aged 2 - 18 ... Another milestone in handling #COVID19 ... Well done scientists .,covaxin vaccine approved for children aged 2   18     another milestone in handling  covid19     well done scientists,-0.1,0.4,positive,0,0.726,0.274,0.5994,121,16,covaxin vaccine approved for children aged         another milestone in handling  covid     well done scientists,"['', 'covaxin', 'vaccine', 'approved', 'for', 'children', 'aged', 'another', 'milestone', 'in', 'handling', 'covid', 'well', 'done', 'scientists', '']","['', 'covaxin', 'vaccine', 'approved', 'children', 'aged', 'another', 'milestone', 'handling', 'covid', 'well', 'done', 'scientists', '']","['', 'covaxin', 'vaccin', 'approv', 'children', 'age', 'anoth', 'mileston', 'handl', 'covid', 'well', 'done', 'scientist', '']"
2017,"RT @SharmaKhemchand: Congratulations India!

Bharat’s 🇮🇳 #COVAXIN gets approval for children aged 02-18 Years.💐💪

Modi Govt cares for all a…",congratulations india   bharat s     covaxin gets approval for children aged 02 18 years     modi govt cares for all a,-0.1,0.4,positive,0,0.583,0.417,0.875,120,19,congratulations india   bharat s     covaxin gets approval for children aged   years     modi govt cares for all a,"['', 'congratulations', 'india', 'bharat', 's', 'covaxin', 'gets', 'approval', 'for', 'children', 'aged', 'years', 'modi', 'govt', 'cares', 'for', 'all', 'a', '']","['', 'congratulations', 'india', 'bharat', 'covaxin', 'gets', 'approval', 'children', 'aged', 'years', 'modi', 'govt', 'cares', '']","['', 'congratul', 'india', 'bharat', 'covaxin', 'get', 'approv', 'children', 'age', 'year', 'modi', 'govt', 'care', '']"
2018,RT @blsanthosh: #COVAXIN vaccine approved for children aged 2 - 18 ... Another milestone in handling #COVID19 ... Well done scientists .,covaxin vaccine approved for children aged 2   18     another milestone in handling  covid19     well done scientists,-0.1,0.4,positive,0,0.726,0.274,0.5994,121,16,covaxin vaccine approved for children aged         another milestone in handling  covid     well done scientists,"['', 'covaxin', 'vaccine', 'approved', 'for', 'children', 'aged', 'another', 'milestone', 'in', 'handling', 'covid', 'well', 'done', 'scientists', '']","['', 'covaxin', 'vaccine', 'approved', 'children', 'aged', 'another', 'milestone', 'handling', 'covid', 'well', 'done', 'scientists', '']","['', 'covaxin', 'vaccin', 'approv', 'children', 'age', 'anoth', 'mileston', 'handl', 'covid', 'well', 'done', 'scientist', '']"
2019,RT @blsanthosh: #COVAXIN vaccine approved for children aged 2 - 18 ... Another milestone in handling #COVID19 ... Well done scientists .,covaxin vaccine approved for children aged 2   18     another milestone in handling  covid19     well done scientists,-0.1,0.4,positive,0,0.726,0.274,0.5994,121,16,covaxin vaccine approved for children aged         another milestone in handling  covid     well done scientists,"['', 'covaxin', 'vaccine', 'approved', 'for', 'children', 'aged', 'another', 'milestone', 'in', 'handling', 'covid', 'well', 'done', 'scientists', '']","['', 'covaxin', 'vaccine', 'approved', 'children', 'aged', 'another', 'milestone', 'handling', 'covid', 'well', 'done', 'scientists', '']","['', 'covaxin', 'vaccin', 'approv', 'children', 'age', 'anoth', 'mileston', 'handl', 'covid', 'well', 'done', 'scientist', '']"
2020,RT @CNBCTV18News: An expert panel recommends emergency use authorisation for #Covaxin to be used on children above the age of 2. What is th…,an expert panel recommends emergency use authorisation for  covaxin to be used on children above the age of 2  what is th,0,0.1,negative,0.111,0.809,0.081,-0.1779,123,22,an expert panel recommends emergency use authorisation for  covaxin to be used on children above the age of   what is th,"['', 'an', 'expert', 'panel', 'recommends', 'emergency', 'use', 'authorisation', 'for', 'covaxin', 'to', 'be', 'used', 'on', 'children', 'above', 'the', 'age', 'of', 'what', 'is', 'th', '']","['', 'expert', 'panel', 'recommends', 'emergency', 'use', 'authorisation', 'covaxin', 'used', 'children', 'age', 'th', '']","['', 'expert', 'panel', 'recommend', 'emerg', 'use', 'authoris', 'covaxin', 'use', 'children', 'age', 'th', '']"
2021,"RT @ani_digital: Awaiting regulatory approval for rolling out Covaxin for children aged 2-18 yrs, says Bharat Biotech

Read @ANI Story | ht…",awaiting regulatory approval for rolling out covaxin for children aged 2 18 yrs  says bharat biotech  read   story   ht,-0.1,0.4,positive,0,0.846,0.154,0.4767,121,19,awaiting regulatory approval for rolling out covaxin for children aged   yrs  says bharat biotech  read   story   ht,"['', 'awaiting', 'regulatory', 'approval', 'for', 'rolling', 'out', 'covaxin', 'for', 'children', 'aged', 'yrs', 'says', 'bharat', 'biotech', 'read', 'story', 'ht', '']","['', 'awaiting', 'regulatory', 'approval', 'rolling', 'covaxin', 'children', 'aged', 'yrs', 'says', 'bharat', 'biotech', 'read', 'story', 'ht', '']","['', 'await', 'regulatori', 'approv', 'roll', 'covaxin', 'children', 'age', 'yr', 'say', 'bharat', 'biotech', 'read', 'stori', 'ht', '']"
2022,RT @blsanthosh: #COVAXIN vaccine approved for children aged 2 - 18 ... Another milestone in handling #COVID19 ... Well done scientists .,covaxin vaccine approved for children aged 2   18     another milestone in handling  covid19     well done scientists,-0.1,0.4,positive,0,0.726,0.274,0.5994,121,16,covaxin vaccine approved for children aged         another milestone in handling  covid     well done scientists,"['', 'covaxin', 'vaccine', 'approved', 'for', 'children', 'aged', 'another', 'milestone', 'in', 'handling', 'covid', 'well', 'done', 'scientists', '']","['', 'covaxin', 'vaccine', 'approved', 'children', 'aged', 'another', 'milestone', 'handling', 'covid', 'well', 'done', 'scientists', '']","['', 'covaxin', 'vaccin', 'approv', 'children', 'age', 'anoth', 'mileston', 'handl', 'covid', 'well', 'done', 'scientist', '']"
2023,"RT @ani_digital: Awaiting regulatory approval for rolling out Covaxin for children aged 2-18 yrs, says Bharat Biotech

Read @ANI Story | ht…",awaiting regulatory approval for rolling out covaxin for children aged 2 18 yrs  says bharat biotech  read   story   ht,-0.1,0.4,positive,0,0.846,0.154,0.4767,121,19,awaiting regulatory approval for rolling out covaxin for children aged   yrs  says bharat biotech  read   story   ht,"['', 'awaiting', 'regulatory', 'approval', 'for', 'rolling', 'out', 'covaxin', 'for', 'children', 'aged', 'yrs', 'says', 'bharat', 'biotech', 'read', 'story', 'ht', '']","['', 'awaiting', 'regulatory', 'approval', 'rolling', 'covaxin', 'children', 'aged', 'yrs', 'says', 'bharat', 'biotech', 'read', 'story', 'ht', '']","['', 'await', 'regulatori', 'approv', 'roll', 'covaxin', 'children', 'age', 'yr', 'say', 'bharat', 'biotech', 'read', 'stori', 'ht', '']"
